,scheme_code,annualized_median_return,top_25_percentile,bottom_25_percentile,bottom_5_percentile,top_5_percentile,scheme_name,annualized_mean_std
220,101001,7.91,11.06,4.73,0.22,15.77,SBI MAGNUM GILT FUND - REGULAR PLAN - GROWTH,4.356717721909665
221,101002,8.49,10.49,6.46,3.45,13.45,SBI MAGNUM CONSTANT MATURITY FUND - REGULAR PLAN - GROWTH,2.811283130951973
222,101003,3.88,6.11,1.62,-1.53,9.19,SBI Magnum Constant Maturity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),3.208041816346644
223,101042,7.18,10.35,4.02,-0.49,14.87,Tata Gilt Securities Fund -Regular Plan- Growth Option,4.426369163369003
224,101044,0.11,0.29,-0.06,-0.35,0.63,Franklin India Floating Rate Fund - Dividend Plan,0.3084516088646539
225,101048,5.35,5.64,5.08,4.68,6.22,Franklin India Floating Rate Fund - Growth Plan,0.4455595223661691
226,101049,3.34,6.72,-0.12,-5.14,11.92,Tata Gilt Securities Fund Regular Plan -  Dividend,5.008550386158597
227,101065,13.2,24.7,2.44,-11.5,42.74,Quant Opportunities Fund-Growth,14.525552395674392
228,101066,9.0,19.96,-0.86,-13.69,37.12,Quant Opportunities Fund-Dividend,14.038156373721389
229,101069,8.62,22.1,-3.79,-20.96,43.51,Quant Absolute Fund-Dividend Option,17.760593608829865
230,101070,13.12,26.19,1.46,-13.19,46.07,Quant Balanced Fund-Growth Option,15.993488143722272
231,101071,13.39,20.18,6.82,-2.75,30.81,quant Multi Asset Fund - IDCW Option - Regular Plan,8.834422179984212
232,101072,13.35,20.44,6.44,-3.63,31.36,Quant Unconstrained Fund-GROWTH OPTION,9.268583323083487
233,101078,0.0,0.02,-0.0,-0.08,0.06,JM Liquid Fund (Regular) - Daily IDCW,0.04972602368441244
234,101083,7.26,10.28,4.21,-0.17,14.79,HDFC Gilt Fund - Growth Plan,4.266454392739218
235,101084,1.15,4.85,-2.68,-8.47,10.16,HDFC Gilt Fund - IDCW Plan,5.559172624854369
236,101127,11.98,24.42,0.96,-13.8,44.31,ICICI Prudential Child Care Fund (Gift Plan) - Cumulative,15.46410436591211
237,101143,2.74,16.02,-8.75,-24.45,37.79,ICICI Prudential Multi-Asset Fund - IDCW,18.20036272941944
238,101144,14.88,28.91,3.06,-12.74,50.26,ICICI Prudential Multi-Asset Fund - Growth,16.451291843484945
239,101161,16.2,32.67,1.69,-16.69,62.22,Nippon India Multi Cap Fund-Growth Plan-Growth Option,19.908278380827216
240,101162,16.59,33.22,1.75,-16.76,60.84,Nippon India Multi Cap Fund-Growth Plan-Bonus Option,19.907863259775496
241,101163,8.26,24.67,-6.72,-25.42,51.5,Nippon India Multi Cap  Fund-Dividend Plan,21.602169316287718
242,101165,0.8,2.62,-1.05,-3.8,5.23,ICICI Prudential Short Term Fund - Monthly IDCW,2.742652053654652
243,101169,11.1,15.13,7.25,1.77,21.21,SBI Magnum Children's Benefit Fund - REGULAR PLAN - GROWTH,5.229566480238372
244,101181,4.85,6.77,2.67,-2.81,9.5,JM Medium to Long Duration Fund (Regular) - Bonus Option- Principal Units,3.5678866888540037
245,101184,0.01,0.04,-0.02,-0.25,0.09,LIC MF Liquid Fund-Regular Plan-Dividend,1.8892380620878313
246,101185,5.91,6.1,5.74,5.41,6.59,LIC MF Liquid Fund-Regular Plan-Growth,1.8870573290511707
247,101187,7.3,9.86,4.82,1.59,15.68,Baroda BNP Paribas GILT FUND - Plan A - Growth Option,4.128740472526425
248,101188,5.41,8.64,1.3,-7.21,14.24,BARODA PIONEER GILT FUND - Plan A - Dividend Option,6.193832729679301
249,101198,8.78,26.2,-6.24,-24.61,55.88,LIC MF S & P BSE Sensex Index Fund-Regular Plan-IDCW,21.716255072682387
250,101199,10.5,27.62,-4.03,-22.06,58.53,LIC MF Index Fund-Sensex Plan-Regular Plan-Growth,21.235063876483178
251,101200,9.12,25.93,-5.32,-23.64,54.99,LIC MF Nifty 50 Index Fund-Regular Plan-IDCW,21.455078741076854
252,101201,10.14,26.87,-4.28,-21.91,56.1,LIC MF Nifty 50 Index Fund-Regular Plan-Growth,21.12621141128159
253,101206,4.76,4.84,4.68,4.58,4.96,SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH,0.11196549714482448
254,101209,8.56,24.93,-5.5,-23.63,52.96,Taurus Largecap Equity Fund - Regular Plan - Growth,20.993970988475674
255,101222,5.52,18.31,-6.14,-21.52,39.22,Tata Hybrid Equity Fund- Regular Plan - Periodic Payout of IDCW Option,16.81493327797039
256,101228,14.31,29.99,0.18,-17.85,57.01,ICICI Prudential Multicap Fund - Growth,19.579858278243474
257,101232,8.25,9.82,6.37,2.38,15.31,Franklin India Short-Term Income Plan-Growth,3.3739009108384113
258,101236,2.11,4.38,-0.25,-4.13,9.07,Franklin India Short Term Income Plan -  Retail Plan - Monthly - IDCW,3.8479153610642647
259,101238,2.47,5.33,-0.64,-5.48,9.86,Franklin India Short-Term Income Plan-Quarterly Dividend,4.600297980503764
260,101242,1.1,2.8,-0.89,-4.63,7.75,Franklin India Short Term Income Plan -  Retail Plan - Weekly - IDCW,3.4899229363926776
261,101244,8.42,10.01,6.44,2.5,15.33,Franklin India Short-Term Income Plan-Institutional Plan - Growth,3.3746321866336055
262,101262,14.74,32.82,-0.98,-20.11,63.67,Nippon India Power & Infra Fund-Growth Plan -Growth Option,21.6031657851902
263,101263,14.74,32.49,-1.11,-20.11,62.65,Reliance Power & Infra Fund-Growth Plan-Bonus Option,21.603053910200604
264,101264,6.13,23.98,-9.59,-28.22,53.76,NIPPON INDIA POWER & INFRA FUND - IDCW Option,23.064367599022013
265,101271,5.29,17.97,-6.52,-21.51,40.48,LIC MF Children's Fund-Regular Plan-Growth,17.45938408396361
266,101281,11.69,28.38,-3.08,-21.47,57.51,HDFC Index Fund-S&P BSE Sensex Plan - Growth Plan,20.97792568984003
267,101295,6.06,23.28,-9.46,-28.24,52.29,SBI Magnum Equity ESG Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),22.2686009041252
268,101303,0.02,1.05,-1.01,-2.53,2.59,DSP  Short Term Fund- Regular Plan - Regular Plan -Weekly Dividend,1.5673795290185257
269,101304,7.48,8.25,6.7,5.51,9.54,DSP Short Term Fund - Regular Plan - Growth,1.1516001354298824
270,101305,1.89,4.95,-2.01,-8.34,7.67,DSP Short Term Fund - Regular Plan - IDCW,4.909411324753972
271,101306,0.69,2.3,-0.99,-3.5,4.5,DSP Short Term Fund - IDCW - Monthly,2.4260689369736346
272,101313,7.57,25.23,-7.17,-25.51,55.27,Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW,22.13307811659669
273,101314,11.45,28.55,-4.23,-22.62,58.47,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan,21.515767032296825
274,101316,7.88,8.29,7.49,6.89,9.02,Aditya Birla Sun Life Savings Fund-Retail Growth,0.5962972690312536
275,101317,8.04,8.44,7.65,7.04,9.19,Aditya Birla Sun Life Savings Fund - Growth - Regular Plan,0.6003251062691021
276,101349,11.98,29.67,-2.9,-21.09,59.99,ICICI Prudential Nifty 50 Index Fund - Cumulative Option,21.518168654614986
277,101351,0.29,2.09,-1.61,-4.4,4.69,ICICI Prudential All Seasons Bond Fund - Weekly Dividend,2.7126938273451677
278,101356,0.69,3.03,-1.81,-5.89,5.83,Franklin India Money Market Fund Retail Option - Quarterly - IDCW,3.5187882637736743
279,101357,7.74,8.1,7.38,6.86,8.76,Franklin India Savings Fund - Growth Option,0.5457123871245937
280,101373,7.99,9.02,6.95,5.23,10.86,Kotak Bond Short Term Plan-(Growth),1.5939853273231388
281,101407,5.47,5.64,5.29,1.36,6.09,BARODA LIQUID FUND-Regular IDCW Option,2.9141431646764895
282,101408,5.48,5.63,5.34,5.14,5.88,Baroda BNP Paribas LIQUID FUND- Regular Growth Option,0.21451376733900412
283,101491,10.6,20.36,1.55,-11.64,35.27,Tata Young Citizens' Fund -Regular Plan-Growth Option,12.721971590903665
284,101525,10.98,27.62,-3.45,-21.54,57.85,HDFC Index Fund-Nifty 50 Plan-Growth Plan,20.961955393385114
285,101530,10.91,26.7,-3.44,-20.62,52.56,SBI Large & Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),19.765908102528588
286,101538,7.29,23.42,-7.07,-25.97,50.3,Sundaram Mid Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),21.405607652842406
287,101539,17.46,33.62,2.5,-16.09,62.17,Sundaram Mid Cap Fund -Growth,19.63197597373318
288,101547,3.71,5.01,2.39,0.24,6.86,Tata Short Term Bond Fund- Regular Plan - Monthly Payout of IDCW Option,1.96877956970132
289,101548,7.64,8.79,6.45,4.36,10.58,Tata Short Term Bond Fund -Regular Plan- Growth Option,1.7463068387201388
290,101549,5.78,5.92,5.64,5.31,6.13,JM LIQUID FUND - BONUS OPTION,3.35941255929465
291,101551,6.27,17.89,-4.72,-19.68,36.19,SBI Equity Hybrid Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),15.965139102143187
292,101585,10.09,13.91,6.16,0.82,19.67,HDFC Equity Savings Fund - GROWTH PLAN,5.277208908381918
293,101586,2.31,7.75,-4.02,-14.47,14.7,HDFC Equity Savings Fund - IDCW PLAN,8.675104143652113
294,101587,1.71,4.75,-1.61,-6.61,8.92,CANARA ROBECO INCOME FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),4.658247208919661
295,101588,8.31,10.34,6.35,3.5,13.36,CANARA ROBECO INCOME FUND - REGULAR PLAN - GROWTH OPTION,2.7650408508441338
296,101591,4.63,20.69,-9.5,-27.21,46.57,Aditya Birla Sun Life Midcap Fund -REGULAR - IDCW,21.08486916357451
297,101592,13.93,30.05,0.22,-17.86,54.93,Aditya Birla Sun Life MIDCAP Fund-Growth,19.199164447497733
298,101593,5.07,20.77,-8.88,-25.95,47.31,HSBC Large Cap Fund - Regular IDCW,20.67234329503714
299,101594,12.5,28.58,-1.41,-19.03,54.69,HSBC Large Cap Equity Fund - Growth,19.457704534977168
300,101609,2.37,5.68,-0.98,-5.85,10.66,Tata Equity Savngs Fund - RegularPlan- Monthly Dividend,4.851879936849921
301,101617,0.08,1.0,-0.89,-2.48,2.34,ICICI Prudential Savings Fund - Weekly IDCW,1.4458053543070013
302,101618,0.07,0.4,-0.28,-0.9,1.07,ICICI Prudential Savings Fund - Daily Dividend,0.6237828664117536
303,101619,8.12,8.57,7.69,7.07,9.42,ICICI Prudential Savings Fund - Growth,0.6707084172287762
304,101635,13.25,29.23,-0.58,-18.23,55.86,DSP Top 100 Equity Fund - Regular Plan - Growth,19.57973550004883
305,101636,4.92,21.21,-9.23,-27.59,48.02,DSP  Top 100 Equity Fund - Regular Plan -  Dividend,21.29330585147753
306,101656,12.27,21.36,3.71,-8.49,36.03,Franklin India Dynamic Asset Allocation Fund of Funds-Growth,11.910751509537272
307,101657,4.46,13.4,-4.07,-16.37,27.81,Franklin India Dynamic Asset Allocation Fund of Funds-Dividend,12.77954642892946
308,101659,11.43,29.0,-3.01,-21.99,58.7,Tata Nifty 50 Index Fund -Regular Plan,21.247665599638562
309,101665,8.25,9.18,7.32,5.96,10.58,Reliance Short Term Fund-Growth Plan,1.311479788093419
310,101667,0.81,2.63,-1.22,-4.36,5.17,Reliance Short Term Fund- Monthly Dividend Plan,2.8737495827901918
311,101669,1.47,4.08,-1.43,-5.86,7.31,Nippon India Short Term Fund-Quarterly Dividend Plan,3.9538987564129013
312,101672,16.36,32.7,1.63,-17.34,61.18,Tata Equity P/E Fund - Regular Plan -Growth Option,19.784848546865202
313,101685,7.23,9.61,4.83,1.33,13.06,HSBC Medium to Long Duration Fund - Regular Growth,3.3274823355262644
314,101686,0.33,3.44,-2.79,-7.54,7.73,HSBC Medium to Long Duration Fund - Regular IDCW,4.6700856302237135
315,101705,12.89,29.97,-2.85,-20.97,58.76,ICICI Prudential BSE Sensex ETF,21.135229279976272
316,101706,2.99,19.63,-11.03,-28.87,46.65,ICICI Prudential Multicap Fund - Dividend,21.587146340160913
317,101714,0.01,0.04,-0.02,-0.13,0.11,Tata Liquid Fund Regular Plan  - Daily Dividend,0.07305896141142851
318,101737,4.43,18.86,-7.97,-23.08,41.18,Aditya Birla Sun Life Dividend Yield Fund - Dividend - Regular Plan,18.242620987983322
319,101738,13.38,27.76,1.04,-15.01,51.25,Aditya Birla Sun Life Dividend Yield Fund - Growth - Regular Plan,17.331803542834415
320,101746,11.2,27.94,-3.51,-21.11,58.21,Tata S&P BSE Sensex Index Fund -Regular Plan,21.16159808345885
321,101758,8.49,9.65,7.37,5.76,11.44,ICICI Prudential Short Term Fund - Growth Option,1.6000936461524637
322,101762,15.92,33.33,1.12,-17.28,61.72,HDFC Equity Fund - Growth Option,20.423156141452456
323,101763,4.83,22.39,-10.39,-29.43,50.65,HDFC Flexi Cap Fund - Dividend Option,22.678661473499297
324,101764,14.36,29.39,1.01,-16.29,54.46,HDFC Capital Builder Value Fund - Growth Option,18.525821091179047
325,101765,3.13,19.21,-11.44,-29.44,45.48,HDFC Capital Builder Value Fund - IDCW Plan,21.496442436856416
326,101766,13.01,30.97,-2.21,-20.73,61.43,Tata Infrastructure Fund-Regular Plan- Growth,21.492474021412097
327,101802,7.86,8.4,7.33,6.61,9.35,ICICI Prudential Floating Interest Fund - Growth,0.7800377616879824
328,101804,0.1,0.49,-0.28,-0.85,1.21,ICICI Prudential Floating Interest Fund - Daily IDCW,0.6306867782878247
329,101805,7.16,7.82,6.52,5.61,9.09,JM Dynamic Debt Fund - Regular Plan - Dividend Option,1.0178380539793361
330,101806,7.18,7.83,6.55,5.61,9.15,JM Dynamic Debt Fund (Regular) - Growth Option,1.01777462589228
331,101816,2.39,6.55,-1.62,-7.5,12.47,Aditya Birla Sun Life Regular Savings Fund - Monthly Dividend - Regular Plan,5.922123970097567
332,101818,9.45,13.76,5.31,-0.49,20.15,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan,5.668638282830901
333,101823,8.45,24.4,-5.14,-22.81,50.19,Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option,20.060330242738775
334,101824,12.92,29.02,-1.18,-18.13,55.21,Tata Large & Mid Cap Fund- Regular Plan - Growth,19.433365668896823
335,101829,1.83,3.52,-0.15,-4.38,6.18,LIC MF Savings Fund-Regular Plan-Monthly Dividend,3.155272200308853
336,101830,7.15,7.8,6.55,0.71,12.41,LIC MF Low Duration Fund-Regular Plan-Growth,2.681088504167493
337,101833,8.51,22.56,-4.81,-20.96,47.02,TATA Ethical Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,18.863815602570213
338,101834,10.43,25.08,-3.0,-19.75,50.86,UTI - Master Equity Plan Unit Scheme,19.0109613585784
339,101837,6.76,7.83,5.64,3.04,14.17,DSP Credit Risk Fund - Regular Plan -Growth,2.8463383831422617
340,101838,0.31,1.61,-1.16,-4.12,3.88,DSP Credit Risk Fund - Regular Plan - IDCW - Weekly,2.4054044764773264
341,101839,2.29,5.15,-2.06,-10.78,9.91,DSP  Credit Risk Fund - Regular Plan -Dividend,6.182265839923854
342,101840,0.41,1.11,-0.49,-3.1,2.08,DSP Credit Risk Fund - Regular Plan -Daily Dividend,1.5375634248260062
343,101843,3.28,6.39,-1.18,-8.03,8.95,Aditya Birla Sun Life Short Term Opportunities Fund - Dividend - Regular Plan,5.322813013743177
344,101844,8.15,9.16,7.18,5.76,10.79,Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan,1.4232615098179866
345,101847,6.32,6.59,6.02,4.57,7.17,Tata Money Market Fund-Regular Plan - Growth Option,1.3844800153134502
346,101852,8.53,25.86,-6.7,-24.21,55.45,TATA Infrastructure Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,22.06112759681093
347,101853,12.44,28.11,-1.57,-19.13,54.23,Sundaram Diversified Equity (ELSS) Regular Plan - Growth,19.491456768739575
348,101862,16.15,36.74,-2.05,-22.31,73.27,Nippon India Banking & Financial Services Fund-Growth Plan-Growth Option,24.25927683905882
349,101863,16.39,36.96,-1.86,-22.98,72.89,Nippon India Banking & Financial Services Fund-Growth Plan-Bonus Option,24.25892792506922
350,101864,7.45,28.26,-9.68,-30.13,63.33,NIPPON INDIA BANKING FUND - IDCW Option,25.497587368527956
351,101866,1.19,4.51,-2.13,-6.7,9.43,LIC MF Debt Hybrid Fund-Regular Plan-Monthly IDCW,4.886407072392809
352,101867,1.67,5.57,-2.21,-7.88,10.89,LIC MF Debt Hybrid Fund-Regular Plan-Quarterly IDCW,5.576163532842843
353,101868,2.2,7.11,-3.78,-13.71,13.09,LIC MF Debt Hybrid Fund-Regular Plan-Yearly IDCW,8.107765119993342
354,101869,7.15,10.38,3.95,-0.57,15.26,LIC MF Conservative Hybrid Fund-Regular Plan-Growth,4.529051992152478
355,101872,7.43,9.92,5.03,1.55,13.97,HDFC Dynamic Debt Fund - Growth Option,3.5330684306168805
356,101873,1.23,4.48,-2.03,-6.9,9.01,HDFC Dynamic Debt Fund - Quarterly IDCW Option,4.83003466394335
357,101874,1.14,4.91,-3.11,-9.55,10.31,HDFC Dynamic Debt Fund - Half Yearly IDCW Option,5.973029635398449
358,101875,2.5,6.73,-2.73,-10.71,11.74,HDFC Dynamic Debt Fund - Yearly Dividend Option,6.851787377789979
359,101892,0.31,1.62,-1.05,-3.12,3.32,Kotak Money market Scheme - (Monthly Payout of Income Distribution cum capital withdrawal option),1.934775529549116
360,101893,6.5,6.7,6.3,6.01,7.11,Kotak Money Market Fund - (Growth),0.3216667801057711
361,101906,7.7,10.97,4.44,-0.15,15.97,Tata Equity Savings Fund -Regular Plan-Growth Option,4.582481224261994
362,101922,14.35,31.0,-0.17,-18.07,58.84,CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - GROWTH OPTION,19.992858243700624
363,101923,6.05,22.19,-8.17,-25.74,50.01,CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),20.981778976506142
364,101932,7.95,11.03,4.86,0.35,15.77,SBI MAGNUM GILT FUND -  GROWTH - PF (Regular) Option,4.35620437435277
365,101934,7.5,11.07,4.11,-1.42,16.9,SBI MAGNUM GILT FUND -  GROWTH - PF (Fixed Period - 3 Yrs) Option,5.168105997808449
366,101945,7.14,10.34,3.82,-0.56,15.04,Tata Gilt Retirement Plan 28/2/25 Growth Option,4.426201846571987
367,101950,3.83,7.3,0.36,-4.69,12.38,SBI MAGNUM GILT FUND -  DIVIDEND - PF (Fixed Period - 1 Yr) Option,4.992532102701635
368,101951,3.96,7.49,0.49,-4.8,12.48,SBI MAGNUM GILT FUND -  DIVIDEND - PF (Fixed Period - 2 Yrs) Option,4.971554116144696
369,101952,3.85,7.17,0.29,-4.84,12.31,SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 3 Yrs),5.002803209949613
370,101970,-0.0,0.57,-0.59,-1.41,1.43,Aditya Birla Sun Life Money Manager Fund - RETAIL - WEEKLY IDCW,0.8627925796649908
371,101971,6.55,6.78,6.32,5.95,7.33,Aditya Birla Sun Life Money Manager Fund - Retail Growth,0.43023169772734937
372,101972,-0.02,0.12,-0.15,-0.44,0.45,Aditya Birla Sun Life Money Manager Fund - Retail - Daily IDCW,0.32303443852476343
373,101973,-0.02,0.12,-0.17,-0.46,0.45,Aditya Birla Sun Life Money Manager Fund - Daily Dividend,0.32914516384415304
374,101974,-0.02,0.57,-0.58,-1.44,1.4,Aditya Birla Sun Life Money Manager Fund - WEEKLY IDCW,0.8617448060972316
375,101976,6.58,6.81,6.32,5.58,7.34,Aditya Birla Sun Life Money Manager Fund - Growth,2.148879803002772
376,101979,14.05,29.45,0.13,-17.3,55.63,HDFC ELSS Tax saver - Growth Plan,19.171332994526328
377,101980,1.66,17.57,-12.46,-30.44,44.02,HDFC TaxSaver-Dividend Plan,21.95799128536843
378,101986,0.3,0.46,0.1,-1.12,0.82,Tata Money Market Fund-Regular Plan  -  Daily Dividend,1.3447837680060097
379,101989,8.41,9.51,7.31,5.56,11.13,HDFC Medium Term Debt Fund - Growth Option,1.5481577600216854
380,101990,-0.13,1.7,-1.99,-5.02,4.2,HDFC Medium Term Debt Fund - Fornightly IDCW Option,2.788952404831513
381,101993,6.49,6.72,6.25,5.88,7.29,HDFC Money Market Fund - Growth Option,0.4375073017240692
382,101994,-0.01,0.07,-0.12,-0.43,0.52,HDFC Money Market Fund - Daily Dividend Option,0.31205741403634424
383,101995,0.01,0.6,-0.59,-1.42,1.49,HDFC Money Market Fund - Weekly Dividend Option,0.8875518594995987
384,101996,5.03,5.15,4.92,4.75,5.34,HDFC Overnight Fund - Growth Option,0.16726513346632332
385,101997,0.0,0.0,0.0,-0.01,0.01,HDFC Overnight Fund - IDCW Option (Daily),0.005841358589271034
386,102000,14.2,31.5,-0.06,-18.94,59.23,HDFC Top 100 Fund - Growth Option - Regular Plan,20.39159797755965
387,102001,3.89,20.45,-11.79,-30.76,48.33,HDFC Top 100 Fund - IDCW Option - Regular Plan,22.750236079014584
388,102007,0.57,1.36,-0.35,-1.8,2.36,UTI-  Liquid Cash Plan- Discontinued -Regular Plan Periodic Dividend Option,1.2661602431378394
389,102008,0.27,1.27,-0.78,-2.43,2.57,UTI-  Liquid Fund-Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option,1.497572808129214
390,102009,4.76,4.85,4.68,4.54,5.01,UTI-  Liquid Fund-Cash Plan- Discontinued - Regular Plan -Growth,0.1408218022521282
391,102010,0.4,0.62,0.02,-0.85,0.82,UTI-  Liquid Fund-Cash Plan-INST - Daily Dividend Reinvestment Option,0.5482405798534008
392,102011,0.25,1.35,-0.98,-2.8,2.81,UTI Liquid Fund - Regular Plan - Monthly IDCW,1.7250396623196869
393,102012,5.16,5.25,5.07,4.93,5.41,UTI-  Liquid Fund-Cash Plan-INST Growth,0.14279504837404347
394,102013,0.14,0.66,-0.4,-1.19,1.39,UTI Liquid Fund - Regular Plan - Weekly IDCW,0.7797610439925536
395,102020,14.2,30.84,-0.66,-18.8,59.57,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,20.43703877192255
396,102021,6.82,23.15,-7.44,-25.2,51.46,BARODA MULTI CAP FUND - Plan A - IDCW Option,21.41741870487684
397,102036,8.08,24.18,-5.63,-23.26,51.81,TATA Large Cap Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,20.364510884198914
398,102046,7.08,10.31,3.91,-0.68,15.22,TATA Gilt Retirement Plan (28/2/25) - Payout of Income Distribution cum capital withdrawal option,4.452248656320285
399,102053,8.05,10.68,5.36,1.66,14.62,SBI MAGNUM MEDIUM DURATION FUND - REGULAR PLAN - GROWTH,3.651846592631159
